============================= test session starts =============================
platform win32 -- Python 3.12.0, pytest-8.4.1, pluggy-1.6.0 -- C:\Users\bcmad\AppData\Local\Programs\Python\Python312\python.exe
cachedir: .pytest_cache
rootdir: C:\Users\bcmad\Downloads\A1Betting7-13.2
configfile: pytest.ini
testpaths: tests
plugins: anyio-4.9.0, asyncio-1.1.0
2025-10-20 09:12:09,991 INFO sqlalchemy.engine.Engine [cached since 1.278s ago] ('{"nba_stub_provider": "durant_001"}',)
{"asctime": "2025-10-20 09:12:09,991", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "[cached since 1.278s ago] ('{\"nba_stub_provider\": \"durant_001\"}',)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:09.991116Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:09,991 INFO sqlalchemy.engine.Engine UPDATE players SET updated_at=? WHERE players.id = ?
{"asctime": "2025-10-20 09:12:09,991", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "UPDATE players SET updated_at=? WHERE players.id = ?", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:09.991116Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:09,991 INFO sqlalchemy.engine.Engine [cached since 1.278s ago] ('2025-10-20 14:12:09.991116', 6)
{"asctime": "2025-10-20 09:12:09,991", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "[cached since 1.278s ago] ('2025-10-20 14:12:09.991116', 6)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:09.991116Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:09,992 INFO sqlalchemy.engine.Engine COMMIT
{"asctime": "2025-10-20 09:12:09,992", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "COMMIT", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:09.992620Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 2704, "function": "_connection_commit_impl"}
2025-10-20 09:12:09,996 INFO sqlalchemy.engine.Engine BEGIN (implicit)
{"asctime": "2025-10-20 09:12:09,996", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "BEGIN (implicit)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:09.996625Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 2698, "function": "_connection_begin_impl"}
2025-10-20 09:12:09,996 INFO sqlalchemy.engine.Engine SELECT players.id AS players_id, players.external_refs AS players_external_refs, players.name AS players_name, players.team AS players_team, players.position AS players_position, players.sport AS players_sport, players.created_at AS players_created_at, players.updated_at AS players_updated_at 
FROM players 
WHERE players.id = ?
{"asctime": "2025-10-20 09:12:09,996", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "SELECT players.id AS players_id, players.external_refs AS players_external_refs, players.name AS players_name, players.team AS players_team, players.position AS players_position, players.sport AS players_sport, players.created_at AS players_created_at, players.updated_at AS players_updated_at \nFROM players \nWHERE players.id = ?", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:09.996625Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:09,996 INFO sqlalchemy.engine.Engine [cached since 1.277s ago] (6,)
{"asctime": "2025-10-20 09:12:09,996", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "[cached since 1.277s ago] (6,)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:09.996625Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:09,997 INFO sqlalchemy.engine.Engine SELECT ingest_runs.id AS ingest_runs_id, ingest_runs.sport AS ingest_runs_sport, ingest_runs.source AS ingest_runs_source, ingest_runs.started_at AS ingest_runs_started_at, ingest_runs.finished_at AS ingest_runs_finished_at, ingest_runs.status AS ingest_runs_status, ingest_runs.total_raw AS ingest_runs_total_raw, ingest_runs.total_new_quotes AS ingest_runs_total_new_quotes, ingest_runs.total_line_changes AS ingest_runs_total_line_changes, ingest_runs.total_new_players AS ingest_runs_total_new_players, ingest_runs.total_new_props AS ingest_runs_total_new_props, ingest_runs.errors AS ingest_runs_errors, ingest_runs.duration_ms AS ingest_runs_duration_ms 
FROM ingest_runs 
WHERE ingest_runs.id = ?
{"asctime": "2025-10-20 09:12:09,997", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "SELECT ingest_runs.id AS ingest_runs_id, ingest_runs.sport AS ingest_runs_sport, ingest_runs.source AS ingest_runs_source, ingest_runs.started_at AS ingest_runs_started_at, ingest_runs.finished_at AS ingest_runs_finished_at, ingest_runs.status AS ingest_runs_status, ingest_runs.total_raw AS ingest_runs_total_raw, ingest_runs.total_new_quotes AS ingest_runs_total_new_quotes, ingest_runs.total_line_changes AS ingest_runs_total_line_changes, ingest_runs.total_new_players AS ingest_runs_total_new_players, ingest_runs.total_new_props AS ingest_runs_total_new_props, ingest_runs.errors AS ingest_runs_errors, ingest_runs.duration_ms AS ingest_runs_duration_ms \nFROM ingest_runs \nWHERE ingest_runs.id = ?", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:09.997639Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:09,997 INFO sqlalchemy.engine.Engine [cached since 1.277s ago] (155,)
{"asctime": "2025-10-20 09:12:09,997", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "[cached since 1.277s ago] (155,)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:09.997639Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:10,000 INFO sqlalchemy.engine.Engine SELECT ingest_runs.id AS ingest_runs_id, ingest_runs.sport AS ingest_runs_sport, ingest_runs.source AS ingest_runs_source, ingest_runs.started_at AS ingest_runs_started_at, ingest_runs.finished_at AS ingest_runs_finished_at, ingest_runs.total_raw AS ingest_runs_total_raw, ingest_runs.total_new_quotes AS ingest_runs_total_new_quotes, ingest_runs.total_line_changes AS ingest_runs_total_line_changes, ingest_runs.total_new_players AS ingest_runs_total_new_players, ingest_runs.total_new_props AS ingest_runs_total_new_props, ingest_runs.errors AS ingest_runs_errors, ingest_runs.duration_ms AS ingest_runs_duration_ms 
FROM ingest_runs 
WHERE ingest_runs.id = ?
{"asctime": "2025-10-20 09:12:10,000", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "SELECT ingest_runs.id AS ingest_runs_id, ingest_runs.sport AS ingest_runs_sport, ingest_runs.source AS ingest_runs_source, ingest_runs.started_at AS ingest_runs_started_at, ingest_runs.finished_at AS ingest_runs_finished_at, ingest_runs.total_raw AS ingest_runs_total_raw, ingest_runs.total_new_quotes AS ingest_runs_total_new_quotes, ingest_runs.total_line_changes AS ingest_runs_total_line_changes, ingest_runs.total_new_players AS ingest_runs_total_new_players, ingest_runs.total_new_props AS ingest_runs_total_new_props, ingest_runs.errors AS ingest_runs_errors, ingest_runs.duration_ms AS ingest_runs_duration_ms \nFROM ingest_runs \nWHERE ingest_runs.id = ?", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:10.000626Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:10,000 INFO sqlalchemy.engine.Engine [cached since 1.139s ago] (155,)
{"asctime": "2025-10-20 09:12:10,000", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "[cached since 1.139s ago] (155,)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:10.000626Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:10,000 INFO sqlalchemy.engine.Engine ROLLBACK
{"asctime": "2025-10-20 09:12:10,000", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "ROLLBACK", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:10.000626Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 2701, "function": "_connection_rollback_impl"}
2025-10-20 09:12:10,001 INFO sqlalchemy.engine.Engine UPDATE ingest_runs SET total_raw=? WHERE ingest_runs.id = ?
{"asctime": "2025-10-20 09:12:10,001", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "UPDATE ingest_runs SET total_raw=? WHERE ingest_runs.id = ?", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:10.001625Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:10,001 INFO sqlalchemy.engine.Engine [cached since 1.295s ago] (1, 157)
{"asctime": "2025-10-20 09:12:10,001", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "[cached since 1.295s ago] (1, 157)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:10.001625Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:10,002 INFO sqlalchemy.engine.Engine SELECT players.id, players.external_refs, players.name, players.team, players.position, players.sport, players.created_at, players.updated_at 
FROM players 
WHERE (players.external_refs LIKE '%' || ? || '%')
{"asctime": "2025-10-20 09:12:10,002", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "SELECT players.id, players.external_refs, players.name, players.team, players.position, players.sport, players.created_at, players.updated_at \nFROM players \nWHERE (players.external_refs LIKE '%' || ? || '%')", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:10.002641Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
2025-10-20 09:12:10,002 INFO sqlalchemy.engine.Engine [cached since 1.29s ago] ('{"nba_stub_provider": "curry_001"}',)
{"asctime": "2025-10-20 09:12:10,002", "name": "sqlalchemy.engine.Engine", "levelname": "INFO", "message": "[cached since 1.29s ago] ('{\"nba_stub_provider\": \"curry_001\"}',)", "correlation_id": "no-correlation-id", "timestamp": "2025-10-20T14:12:10.002641Z", "app_name": "A1Betting Backend API", "app_version": "2.0.0", "environment": "development", "logger": "sqlalchemy.engine.Engine", "level": "INFO", "file": "base.py", "line": 1842, "function": "_execute_context"}
---------------------------- Captured stderr call -----------------------------
2025-10-20 09:12:09,858 - nba_ingestion_pipeline - INFO - Starting NBA ingestion pipeline with limit=1, allow_upsert=True
2025-10-20 09:12:09,859 - nba_ingestion_pipeline - INFO - Starting NBA ingestion pipeline with limit=1, allow_upsert=True
2025-10-20 09:12:09,860 - nba_ingestion_pipeline - INFO - Starting NBA ingestion pipeline with limit=1, allow_upsert=True
2025-10-20 09:12:09,881 - nba_ingestion_pipeline - INFO - Created ingest run 155
2025-10-20 09:12:09,881 - nba_ingestion_pipeline - INFO - Fetching props from NBA provider
2025-10-20 09:12:09,881 - backend.ingestion.sources.nba_provider_stub - INFO - Fetching NBA props from nba_stub_provider, limit=1
2025-10-20 09:12:09,899 - nba_ingestion_pipeline - INFO - Created ingest run 156
2025-10-20 09:12:09,899 - nba_ingestion_pipeline - INFO - Fetching props from NBA provider
2025-10-20 09:12:09,899 - backend.ingestion.sources.nba_provider_stub - INFO - Fetching NBA props from nba_stub_provider, limit=1
2025-10-20 09:12:09,914 - nba_ingestion_pipeline - INFO - Created ingest run 157
2025-10-20 09:12:09,915 - nba_ingestion_pipeline - INFO - Fetching props from NBA provider
2025-10-20 09:12:09,915 - backend.ingestion.sources.nba_provider_stub - INFO - Fetching NBA props from nba_stub_provider, limit=1
2025-10-20 09:12:09,984 - backend.ingestion.sources.nba_provider_stub - INFO - Successfully fetched 1 NBA props
2025-10-20 09:12:09,984 - nba_ingestion_pipeline - INFO - Fetched 1 raw props from provider
2025-10-20 09:12:09,985 - backend.ingestion.sources.nba_provider_stub - INFO - Successfully fetched 1 NBA props
2025-10-20 09:12:09,985 - nba_ingestion_pipeline - INFO - Fetched 1 raw props from provider
2025-10-20 09:12:09,996 - nba_ingestion_pipeline - ERROR - Error processing prop 0 (nba_stub_provider_durant_001_Points_1760987267): Failed to process prop: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)
2025-10-20 09:12:09,997 - nba_ingestion_pipeline - ERROR - Unexpected error in NBA ingestion pipeline: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)
Traceback (most recent call last):
  File "C:\Users\bcmad\Downloads\A1Betting7-13.2\backend\ingestion\pipeline\nba_ingestion_pipeline.py", line 241, in _process_single_prop
    normalized_prop.player_id = player.id
                                ^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\attributes.py", line 566, in __get__
    return self.impl.get(state, dict_)  # type: ignore[no-any-return]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\attributes.py", line 1086, in get
    value = self._fire_loader_callables(state, key, passive)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\attributes.py", line 1116, in _fire_loader_callables
    return state._load_expired(state, passive)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\state.py", line 803, in _load_expired
    self.manager.expired_attribute_loader(self, toload, passive)
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\loading.py", line 1670, in load_scalar_attributes
    result = load_on_ident(
             ^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\loading.py", line 509, in load_on_ident
    return load_on_pk_identity(
           ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\loading.py", line 694, in load_on_pk_identity
    session.execute(
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\session.py", line 2365, in execute
    return self._execute_internal(
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\session.py", line 2251, in _execute_internal
    result: Result[Any] = compile_state_cls.orm_execute_statement(
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\context.py", line 306, in orm_execute_statement
    result = conn.execute(
             ^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\base.py", line 1415, in execute
    return meth(
           ^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\sql\elements.py", line 523, in _execute_on_connection
    return connection._execute_clauseelement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\base.py", line 1637, in _execute_clauseelement
    ret = self._execute_context(
          ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\base.py", line 1842, in _execute_context
    return self._exec_single_context(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\base.py", line 1982, in _exec_single_context
    self._handle_dbapi_exception(
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\base.py", line 2354, in _handle_dbapi_exception
    raise exc_info[1].with_traceback(exc_info[2])
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\base.py", line 1963, in _exec_single_context
    self.dialect.do_execute(
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\default.py", line 943, in do_execute
    cursor.execute(statement, parameters)
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\dialects\sqlite\aiosqlite.py", line 149, in execute
    self._adapt_connection._handle_exception(error)
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\dialects\sqlite\aiosqlite.py", line 300, in _handle_exception
    raise error
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\dialects\sqlite\aiosqlite.py", line 126, in execute
    _cursor = self.await_(self._connection.cursor())
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\util\_concurrency_py3k.py", line 123, in await_only
    raise exc.MissingGreenlet(
sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\bcmad\Downloads\A1Betting7-13.2\backend\ingestion\pipeline\nba_ingestion_pipeline.py", line 149, in run_nba_ingestion
    await self._process_single_prop(
  File "C:\Users\bcmad\Downloads\A1Betting7-13.2\backend\ingestion\pipeline\nba_ingestion_pipeline.py", line 262, in _process_single_prop
    raise Exception(f"Failed to process prop: {e}") from e
Exception: Failed to process prop: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\bcmad\Downloads\A1Betting7-13.2\backend\ingestion\pipeline\nba_ingestion_pipeline.py", line 169, in run_nba_ingestion
    ingest_run.add_error(
  File "C:\Users\bcmad\Downloads\A1Betting7-13.2\backend\ingestion\models\database_models.py", line 194, in add_error
    if self.errors is None:
       ^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\attributes.py", line 566, in __get__
    return self.impl.get(state, dict_)  # type: ignore[no-any-return]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\attributes.py", line 1086, in get
    value = self._fire_loader_callables(state, key, passive)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\attributes.py", line 1116, in _fire_loader_callables
    return state._load_expired(state, passive)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\state.py", line 803, in _load_expired
    self.manager.expired_attribute_loader(self, toload, passive)
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\loading.py", line 1670, in load_scalar_attributes
    result = load_on_ident(
             ^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\loading.py", line 509, in load_on_ident
    return load_on_pk_identity(
           ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\loading.py", line 694, in load_on_pk_identity
    session.execute(
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\session.py", line 2365, in execute
    return self._execute_internal(
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\session.py", line 2251, in _execute_internal
    result: Result[Any] = compile_state_cls.orm_execute_statement(
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\context.py", line 306, in orm_execute_statement
    result = conn.execute(
             ^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\base.py", line 1415, in execute
    return meth(
           ^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\sql\elements.py", line 523, in _execute_on_connection
    return connection._execute_clauseelement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\base.py", line 1637, in _execute_clauseelement
    ret = self._execute_context(
          ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\base.py", line 1842, in _execute_context
    return self._exec_single_context(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\base.py", line 1982, in _exec_single_context
    self._handle_dbapi_exception(
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\base.py", line 2354, in _handle_dbapi_exception
    raise exc_info[1].with_traceback(exc_info[2])
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\base.py", line 1963, in _exec_single_context
    self.dialect.do_execute(
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\engine\default.py", line 943, in do_execute
    cursor.execute(statement, parameters)
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\dialects\sqlite\aiosqlite.py", line 149, in execute
    self._adapt_connection._handle_exception(error)
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\dialects\sqlite\aiosqlite.py", line 300, in _handle_exception
    raise error
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\dialects\sqlite\aiosqlite.py", line 126, in execute
    _cursor = self.await_(self._connection.cursor())
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\util\_concurrency_py3k.py", line 123, in await_only
    raise exc.MissingGreenlet(
sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)
2025-10-20 09:12:10,001 - backend.ingestion.sources.nba_provider_stub - INFO - Successfully fetched 1 NBA props
2025-10-20 09:12:10,001 - nba_ingestion_pipeline - INFO - Fetched 1 raw props from provider
------------------------------ Captured log call ------------------------------
INFO     nba_ingestion_pipeline:nba_ingestion_pipeline.py:55 Starting NBA ingestion pipeline with limit=1, allow_upsert=True
INFO     nba_ingestion_pipeline:nba_ingestion_pipeline.py:55 Starting NBA ingestion pipeline with limit=1, allow_upsert=True
INFO     nba_ingestion_pipeline:nba_ingestion_pipeline.py:55 Starting NBA ingestion pipeline with limit=1, allow_upsert=True
INFO     nba_ingestion_pipeline:nba_ingestion_pipeline.py:128 Created ingest run 155
INFO     nba_ingestion_pipeline:nba_ingestion_pipeline.py:131 Fetching props from NBA provider
INFO     backend.ingestion.sources.nba_provider_stub:nba_provider_stub.py:87 Fetching NBA props from nba_stub_provider, limit=1
INFO     nba_ingestion_pipeline:nba_ingestion_pipeline.py:128 Created ingest run 156
INFO     nba_ingestion_pipeline:nba_ingestion_pipeline.py:131 Fetching props from NBA provider
INFO     backend.ingestion.sources.nba_provider_stub:nba_provider_stub.py:87 Fetching NBA props from nba_stub_provider, limit=1
INFO     nba_ingestion_pipeline:nba_ingestion_pipeline.py:128 Created ingest run 157
INFO     nba_ingestion_pipeline:nba_ingestion_pipeline.py:131 Fetching props from NBA provider
INFO     backend.ingestion.sources.nba_provider_stub:nba_provider_stub.py:87 Fetching NBA props from nba_stub_provider, limit=1
INFO     backend.ingestion.sources.nba_provider_stub:nba_provider_stub.py:149 Successfully fetched 1 NBA props
INFO     nba_ingestion_pipeline:nba_ingestion_pipeline.py:136 Fetched 1 raw props from provider
INFO     backend.ingestion.sources.nba_provider_stub:nba_provider_stub.py:149 Successfully fetched 1 NBA props
INFO     nba_ingestion_pipeline:nba_ingestion_pipeline.py:136 Fetched 1 raw props from provider
ERROR    nba_ingestion_pipeline:nba_ingestion_pipeline.py:157 Error processing prop 0 (nba_stub_provider_durant_001_Points_1760987267): Failed to process prop: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)
ERROR    nba_ingestion_pipeline:nba_ingestion_pipeline.py:201 Unexpected error in NBA ingestion pipeline: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)
Traceback (most recent call last):
  File "C:\Users\bcmad\Downloads\A1Betting7-13.2\backend\ingestion\pipeline\nba_ingestion_pipeline.py", line 241, in _process_single_prop
    normalized_prop.player_id = player.id
                                ^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\attributes.py", line 566, in __get__
    return self.impl.get(state, dict_)  # type: ignore[no-any-return]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\bcmad\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlalchemy\orm\attributes.py", line 1086, in get
    value = self._fire_loader_callables(state, key, passive)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
